-15.000000,-15.000000
-15.000000,-12.857143
-15.000000,-10.714286
-15.000000,-8.571429
-15.000000,-6.428571
-15.000000,-4.285714
-15.000000,-2.142857
-12.857143,-15.000000
-12.857143,-12.857143
-12.857143,-10.714286
-12.857143,-8.571429
-12.857143,-6.428571
-12.857143,-4.285714
-12.857143,15.000000
-10.714286,-15.000000
-10.714286,-12.857143
-10.714286,-10.714286
-10.714286,-8.571429
-10.714286,-6.428571
-10.714286,15.000000
-8.571429,-15.000000
-8.571429,-12.857143
-8.571429,-10.714286
-8.571429,-8.571429
-8.571429,-6.428571
-8.571429,15.000000
-6.428571,-15.000000
-6.428571,-12.857143
-6.428571,-10.714286
-6.428571,-8.571429
-6.428571,12.857143
-6.428571,15.000000
-4.285714,-15.000000
-4.285714,-12.857143
-4.285714,-10.714286
-4.285714,-8.571429
-4.285714,12.857143
-4.285714,15.000000
-2.142857,-15.000000
-2.142857,-12.857143
-2.142857,-10.714286
-2.142857,12.857143
-2.142857,15.000000
0.000000,-15.000000
0.000000,-12.857143
0.000000,-10.714286
0.000000,10.714286
0.000000,12.857143
0.000000,15.000000
2.142857,-15.000000
2.142857,-12.857143
2.142857,10.714286
2.142857,12.857143
2.142857,15.000000
4.285714,-15.000000
4.285714,-12.857143
4.285714,8.571429
4.285714,10.714286
4.285714,12.857143
4.285714,15.000000
6.428571,-15.000000
6.428571,-12.857143
6.428571,8.571429
6.428571,10.714286
6.428571,12.857143
6.428571,15.000000
8.571429,-15.000000
8.571429,6.428571
8.571429,8.571429
8.571429,10.714286
8.571429,12.857143
8.571429,15.000000
10.714286,-15.000000
10.714286,6.428571
10.714286,8.571429
10.714286,10.714286
10.714286,12.857143
10.714286,15.000000
12.857143,-15.000000
12.857143,4.285714
12.857143,6.428571
12.857143,8.571429
12.857143,10.714286
12.857143,12.857143
12.857143,15.000000
15.000000,2.142857
15.000000,4.285714
15.000000,6.428571
15.000000,8.571429
15.000000,10.714286
15.000000,12.857143
15.000000,15.000000
