-15.000000,-15.000000
-15.000000,-14.387755
-15.000000,-13.775510
-15.000000,-13.163265
-15.000000,-12.551020
-15.000000,-11.938776
-15.000000,-11.326531
-15.000000,-10.714286
-15.000000,-10.102041
-15.000000,-9.489796
-15.000000,-8.877551
-15.000000,-8.265306
-15.000000,-7.653061
-15.000000,-7.040816
-15.000000,-6.428571
-15.000000,-5.816327
-15.000000,-5.204082
-15.000000,-4.591837
-15.000000,-3.979592
-15.000000,-3.367347
-15.000000,-2.755102
-15.000000,-2.142857
-15.000000,-1.530612
-15.000000,-0.918367
-15.000000,-0.306122
-14.387755,-15.000000
-14.387755,-14.387755
-14.387755,-13.775510
-14.387755,-13.163265
-14.387755,-12.551020
-14.387755,-11.938776
-14.387755,-11.326531
-14.387755,-10.714286
-14.387755,-10.102041
-14.387755,-9.489796
-14.387755,-8.877551
-14.387755,-8.265306
-14.387755,-7.653061
-14.387755,-7.040816
-14.387755,-6.428571
-14.387755,-5.816327
-14.387755,-5.204082
-14.387755,-4.591837
-14.387755,-3.979592
-14.387755,-3.367347
-14.387755,-2.755102
-14.387755,-2.142857
-14.387755,-1.530612
-14.387755,-0.918367
-14.387755,15.000000
-13.775510,-15.000000
-13.775510,-14.387755
-13.775510,-13.775510
-13.775510,-13.163265
-13.775510,-12.551020
-13.775510,-11.938776
-13.775510,-11.326531
-13.775510,-10.714286
-13.775510,-10.102041
-13.775510,-9.489796
-13.775510,-8.877551
-13.775510,-8.265306
-13.775510,-7.653061
-13.775510,-7.040816
-13.775510,-6.428571
-13.775510,-5.816327
-13.775510,-5.204082
-13.775510,-4.591837
-13.775510,-3.979592
-13.775510,-3.367347
-13.775510,-2.755102
-13.775510,-2.142857
-13.775510,-1.530612
-13.775510,15.000000
-13.163265,-15.000000
-13.163265,-14.387755
-13.163265,-13.775510
-13.163265,-13.163265
-13.163265,-12.551020
-13.163265,-11.938776
-13.163265,-11.326531
-13.163265,-10.714286
-13.163265,-10.102041
-13.163265,-9.489796
-13.163265,-8.877551
-13.163265,-8.265306
-13.163265,-7.653061
-13.163265,-7.040816
-13.163265,-6.428571
-13.163265,-5.816327
-13.163265,-5.204082
-13.163265,-4.591837
-13.163265,-3.979592
-13.163265,-3.367347
-13.163265,-2.755102
-13.163265,-2.142857
-13.163265,15.000000
-12.551020,-15.000000
-12.551020,-14.387755
-12.551020,-13.775510
-12.551020,-13.163265
-12.551020,-12.551020
-12.551020,-11.938776
-12.551020,-11.326531
-12.551020,-10.714286
-12.551020,-10.102041
-12.551020,-9.489796
-12.551020,-8.877551
-12.551020,-8.265306
-12.551020,-7.653061
-12.551020,-7.040816
-12.551020,-6.428571
-12.551020,-5.816327
-12.551020,-5.204082
-12.551020,-4.591837
-12.551020,-3.979592
-12.551020,-3.367347
-12.551020,-2.755102
-12.551020,14.387755
-12.551020,15.000000
-11.938776,-15.000000
-11.938776,-14.387755
-11.938776,-13.775510
-11.938776,-13.163265
-11.938776,-12.551020
-11.938776,-11.938776
-11.938776,-11.326531
-11.938776,-10.714286
-11.938776,-10.102041
-11.938776,-9.489796
-11.938776,-8.877551
-11.938776,-8.265306
-11.938776,-7.653061
-11.938776,-7.040816
-11.938776,-6.428571
-11.938776,-5.816327
-11.938776,-5.204082
-11.938776,-4.591837
-11.938776,-3.979592
-11.938776,-3.367347
-11.938776,14.387755
-11.938776,15.000000
-11.326531,-15.000000
-11.326531,-14.387755
-11.326531,-13.775510
-11.326531,-13.163265
-11.326531,-12.551020
-11.326531,-11.938776
-11.326531,-11.326531
-11.326531,-10.714286
-11.326531,-10.102041
-11.326531,-9.489796
-11.326531,-8.877551
-11.326531,-8.265306
-11.326531,-7.653061
-11.326531,-7.040816
-11.326531,-6.428571
-11.326531,-5.816327
-11.326531,-5.204082
-11.326531,-4.591837
-11.326531,-3.979592
-11.326531,14.387755
-11.326531,15.000000
-10.714286,-15.000000
-10.714286,-14.387755
-10.714286,-13.775510
-10.714286,-13.163265
-10.714286,-12.551020
-10.714286,-11.938776
-10.714286,-11.326531
-10.714286,-10.714286
-10.714286,-10.102041
-10.714286,-9.489796
-10.714286,-8.877551
-10.714286,-8.265306
-10.714286,-7.653061
-10.714286,-7.040816
-10.714286,-6.428571
-10.714286,-5.816327
-10.714286,-5.204082
-10.714286,-4.591837
-10.714286,13.775510
-10.714286,14.387755
-10.714286,15.000000
-10.102041,-15.000000
-10.102041,-14.387755
-10.102041,-13.775510
-10.102041,-13.163265
-10.102041,-12.551020
-10.102041,-11.938776
-10.102041,-11.326531
-10.102041,-10.714286
-10.102041,-10.102041
-10.102041,-9.489796
-10.102041,-8.877551
-10.102041,-8.265306
-10.102041,-7.653061
-10.102041,-7.040816
-10.102041,-6.428571
-10.102041,-5.816327
-10.102041,-5.204082
-10.102041,13.775510
-10.102041,14.387755
-10.102041,15.000000
-9.489796,-15.000000
-9.489796,-14.387755
-9.489796,-13.775510
-9.489796,-13.163265
-9.489796,-12.551020
-9.489796,-11.938776
-9.489796,-11.326531
-9.489796,-10.714286
-9.489796,-10.102041
-9.489796,-9.489796
-9.489796,-8.877551
-9.489796,-8.265306
-9.489796,-7.653061
-9.489796,-7.040816
-9.489796,-6.428571
-9.489796,-5.816327
-9.489796,13.775510
-9.489796,14.387755
-9.489796,15.000000
-8.877551,-15.000000
-8.877551,-14.387755
-8.877551,-13.775510
-8.877551,-13.163265
-8.877551,-12.551020
-8.877551,-11.938776
-8.877551,-11.326531
-8.877551,-10.714286
-8.877551,-10.102041
-8.877551,-9.489796
-8.877551,-8.877551
-8.877551,-8.265306
-8.877551,-7.653061
-8.877551,-7.040816
-8.877551,-6.428571
-8.877551,-5.816327
-8.877551,13.163265
-8.877551,13.775510
-8.877551,14.387755
-8.877551,15.000000
-8.265306,-15.000000
-8.265306,-14.387755
-8.265306,-13.775510
